Store,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,,,,
25,12-10-2012," ? 6,97,317.41 ",No,43.74,4.00,216.12,7.29,,,,
25,19-10-2012," ? 6,85,531.85 ",No,51.93,3.97,216.15,7.29,,,,
25,26-10-2012," ? 6,88,940.94 ",No,56.69,3.88,216.15,7.29,,,,
26,05-02-2010," ? 10,34,119.21 ",No,9.55,2.79,131.53,8.49,,,,
26,12-02-2010," ? 10,15,684.09 ",Yes,18.14,2.77,131.59,8.49,,,,
26,19-02-2010," ? 9,99,348.55 ",No,22.62,2.75,131.64,8.49,,,,
26,26-02-2010," ? 8,55,385.01 ",No,27.32,2.75,131.69,8.49,,,,
26,05-03-2010," ? 10,05,669.58 ",No,28.60,2.77,131.74,8.49,,,,
26,12-03-2010," ? 9,63,382.09 ",No,31.10,2.81,131.78,8.49,,,,
26,19-03-2010," ? 9,03,366.55 ",No,35.34,2.83,131.82,8.49,,,,
26,26-03-2010," ? 8,93,613.00 ",No,35.26,2.83,131.86,8.49,,,,
26,02-04-2010," ? 10,29,849.20 ",No,36.53,2.83,131.90,8.51,,,,
26,09-04-2010," ? 10,22,293.81 ",No,50.13,2.85,131.94,8.51,,,,
26,16-04-2010," ? 9,05,548.38 ",No,36.60,2.89,131.98,8.51,,,,
26,23-04-2010," ? 8,81,930.87 ",No,39.68,2.90,132.02,8.51,,,,
26,30-04-2010," ? 9,04,503.85 ",No,40.56,2.94,132.06,8.51,,,,
26,07-05-2010," ? 10,74,479.73 ",No,54.72,2.98,132.11,8.51,,,,
26,14-05-2010," ? 9,72,663.59 ",No,39.08,2.98,132.15,8.51,,,,
26,21-05-2010," ? 9,86,765.01 ",No,50.81,2.96,132.22,8.51,,,,
26,28-05-2010," ? 10,69,851.59 ",No,61.65,2.91,132.29,8.51,,,,
26,04-06-2010," ? 10,03,202.66 ",No,58.46,2.86,132.36,8.51,,,,
26,11-06-2010," ? 10,73,862.59 ",No,51.62,2.83,132.44,8.51,,,,
26,18-06-2010," ? 10,01,286.67 ",No,53.62,2.81,132.47,8.51,,,,
26,25-06-2010," ? 9,76,242.09 ",No,63.78,2.81,132.50,8.51,,,,
26,02-07-2010," ? 10,78,455.48 ",No,58.90,2.82,132.52,8.45,,,,
26,09-07-2010," ? 11,22,356.53 ",No,71.08,2.81,132.55,8.45,,,,
26,16-07-2010," ? 10,28,151.72 ",No,67.66,2.80,132.57,8.45,,,,
26,23-07-2010," ? 9,71,615.62 ",No,65.40,2.78,132.58,8.45,,,,
26,30-07-2010," ? 10,05,324.28 ",No,63.79,2.79,132.60,8.45,,,,
26,06-08-2010," ? 11,25,329.77 ",No,62.93,2.79,132.61,8.45,,,,
26,13-08-2010," ? 10,11,938.29 ",No,61.58,2.81,132.63,8.45,,,,
26,20-08-2010," ? 10,07,385.36 ",No,62.68,2.80,132.66,8.45,,,,
26,27-08-2010," ? 9,77,322.52 ",No,57.23,2.77,132.69,8.45,,,,
26,03-09-2010," ? 10,37,549.71 ",No,66.93,2.74,132.72,8.45,,,,
26,10-09-2010," ? 10,42,226.30 ",Yes,54.82,2.72,132.76,8.45,,,,
26,17-09-2010," ? 9,23,473.70 ",No,50.08,2.72,132.77,8.45,,,,
26,24-09-2010," ? 8,68,636.30 ",No,52.47,2.72,132.76,8.45,,,,
26,01-10-2010," ? 9,23,221.52 ",No,57.80,2.72,132.76,8.15,,,,
26,08-10-2010," ? 10,01,069.52 ",No,46.81,2.78,132.75,8.15,,,,
26,15-10-2010," ? 9,37,956.89 ",No,39.93,2.88,132.76,8.15,,,,
26,22-10-2010," ? 9,16,522.66 ",No,36.13,2.92,132.82,8.15,,,,
26,29-10-2010," ? 8,95,069.88 ",No,40.30,2.94,132.87,8.15,,,,
26,05-11-2010," ? 9,70,224.51 ",No,30.51,2.94,132.92,8.15,,,,
26,12-11-2010," ? 9,71,193.01 ",No,37.51,2.96,132.98,8.15,,,,
26,19-11-2010," ? 9,01,972.70 ",No,36.73,3.03,132.92,8.15,,,,
26,26-11-2010," ? 12,86,833.62 ",Yes,28.11,3.07,132.84,8.15,,,,
26,03-12-2010," ? 10,16,143.64 ",No,27.73,3.07,132.76,8.15,,,,
26,10-12-2010," ? 11,49,612.04 ",No,16.60,3.13,132.68,8.15,,,,
26,17-12-2010," ? 11,96,813.33 ",No,20.61,3.14,132.68,8.15,,,,
26,24-12-2010," ? 15,73,982.47 ",No,21.81,3.15,132.75,8.15,,,,
26,31-12-2010," ? 8,77,268.29 ",Yes,18.73,3.18,132.82,8.15,,,,
26,07-01-2011," ? 9,38,149.21 ",No,21.13,3.19,132.88,7.91,,,,
26,14-01-2011," ? 8,12,323.29 ",No,16.70,3.22,132.95,7.91,,,,
26,21-01-2011," ? 8,09,833.21 ",No,12.98,3.23,133.03,7.91,,,,
26,28-01-2011," ? 8,17,485.14 ",No,5.54,3.24,133.11,7.91,,,,
26,04-02-2011," ? 9,11,807.02 ",No,11.17,3.24,133.18,7.91,,,,
26,11-02-2011," ? 10,10,711.08 ",Yes,15.12,3.26,133.26,7.91,,,,
26,18-02-2011," ? 9,81,978.02 ",No,19.63,3.26,133.37,7.91,,,,
26,25-02-2011," ? 9,10,298.44 ",No,16.30,3.28,133.49,7.91,,,,
26,04-03-2011," ? 9,45,643.17 ",No,14.31,3.44,133.61,7.91,,,,
26,11-03-2011," ? 9,46,614.55 ",No,28.13,3.60,133.74,7.91,,,,
26,18-03-2011," ? 8,87,426.12 ",No,31.76,3.63,133.85,7.91,,,,
26,25-03-2011," ? 8,66,566.54 ",No,22.99,3.62,133.96,7.91,,,,
26,01-04-2011," ? 8,49,231.61 ",No,22.99,3.64,134.07,7.82,,,,
26,08-04-2011," ? 9,85,229.81 ",No,29.09,3.72,134.18,7.82,,,,
26,15-04-2011," ? 8,63,266.12 ",No,39.46,3.82,134.28,7.82,,,,
26,22-04-2011," ? 9,21,700.61 ",No,33.81,3.92,134.36,7.82,,,,
26,29-04-2011," ? 8,73,450.29 ",No,47.17,3.99,134.44,7.82,,,,
26,06-05-2011," ? 10,24,778.23 ",No,45.00,4.08,134.51,7.82,,,,
26,13-05-2011," ? 9,41,008.85 ",No,48.20,4.10,134.59,7.82,,,,
26,20-05-2011," ? 9,38,334.62 ",No,48.86,4.10,134.68,7.82,,,,
26,27-05-2011," ? 9,96,723.58 ",No,56.74,4.03,134.77,7.82,,,,
26,03-06-2011," ? 10,54,454.40 ",No,60.49,3.97,134.86,7.82,,,,
26,10-06-2011," ? 10,94,058.68 ",No,59.85,3.92,134.94,7.82,,,,
26,17-06-2011," ? 9,81,646.46 ",No,54.50,3.87,135.08,7.82,,,,
26,24-06-2011," ? 9,97,474.93 ",No,56.94,3.85,135.27,7.82,,,,
26,01-07-2011," ? 10,70,119.09 ",No,59.89,3.82,135.45,7.77,,,,
26,08-07-2011," ? 11,33,807.03 ",No,63.34,3.78,135.63,7.77,,,,
26,15-07-2011," ? 10,21,534.70 ",No,64.43,3.83,135.78,7.77,,,,
26,22-07-2011," ? 10,17,867.80 ",No,69.52,3.88,135.87,7.77,,,,
26,29-07-2011," ? 10,05,360.50 ",No,63.32,3.90,135.96,7.77,,,,
26,05-08-2011," ? 11,07,552.43 ",No,63.16,3.90,136.05,7.77,,,,
26,12-08-2011," ? 10,87,644.50 ",No,62.99,3.88,136.14,7.77,,,,
26,19-08-2011," ? 10,21,766.75 ",No,60.58,3.82,136.18,7.77,,,,
26,26-08-2011," ? 10,64,617.62 ",No,61.10,3.80,136.21,7.77,,,,
26,02-09-2011," ? 10,40,143.14 ",No,59.67,3.78,136.24,7.77,,,,
26,09-09-2011," ? 10,69,710.97 ",Yes,60.98,3.81,136.27,7.77,,,,
26,16-09-2011," ? 9,51,569.84 ",No,55.19,3.81,136.31,7.77,,,,
26,23-09-2011," ? 9,23,644.60 ",No,50.72,3.76,136.37,7.77,,,,
26,30-09-2011," ? 9,59,339.51 ",No,59.42,3.68,136.42,7.77,,,,
26,07-10-2011," ? 11,30,022.99 ",No,46.84,3.63,136.47,7.60,,,,
26,14-10-2011," ? 9,87,886.08 ",No,53.91,3.58,136.52,7.60,,,,
26,21-10-2011," ? 9,74,907.28 ",No,45.23,3.62,136.50,7.60,,,,
26,28-10-2011," ? 9,72,256.98 ",No,35.06,3.60,136.49,7.60,,,,
26,04-11-2011," ? 9,88,950.75 ",No,31.70,3.59,136.48,7.60,,,,
26,11-11-2011," ? 10,77,640.13 ",No,40.08,3.57,136.46,7.60,,,,
26,18-11-2011," ? 9,46,091.79 ",No,37.78,3.57,136.47,7.60,,,,
26,25-11-2011," ? 12,82,320.05 ",Yes,31.07,3.54,136.48,7.60,,,,
26,02-12-2011," ? 10,12,498.49 ",No,36.74,3.50,136.49,7.60,,,,
26,09-12-2011," ? 11,48,987.46 ",No,34.24,3.47,136.50,7.60,,,,
26,16-12-2011," ? 12,04,807.83 ",No,28.24,3.45,136.53,7.60,,,,
26,23-12-2011," ? 15,15,175.01 ",No,22.53,3.41,136.59,7.60,,,,
26,30-12-2011," ? 9,72,834.42 ",Yes,18.80,3.40,136.64,7.60,,,,
26,06-01-2012," ? 9,71,557.62 ",No,22.94,3.44,136.70,7.47,,,,
26,13-01-2012," ? 8,36,305.65 ",No,25.55,3.52,136.75,7.47,,,,
26,20-01-2012," ? 8,38,751.50 ",No,15.22,3.54,136.86,7.47,,,,
26,27-01-2012," ? 8,20,059.89 ",No,24.16,3.57,136.96,7.47,,,,
26,03-02-2012," ? 9,39,158.25 ",No,25.24,3.63,137.06,7.47,,,,
26,10-02-2012," ? 10,81,005.64 ",Yes,23.89,3.66,137.17,7.47,,,,
26,17-02-2012," ? 9,65,788.76 ",No,23.90,3.70,137.26,7.47,,,,
26,24-02-2012," ? 9,17,924.47 ",No,28.06,3.75,137.34,7.47,,,,
26,02-03-2012," ? 9,55,641.74 ",No,22.49,3.83,137.42,7.47,,,,
26,09-03-2012," ? 10,28,569.01 ",No,29.03,3.88,137.51,7.47,,,,
26,16-03-2012," ? 9,19,503.40 ",No,35.06,3.87,137.58,7.47,,,,
26,23-03-2012," ? 8,74,790.68 ",No,49.97,3.89,137.66,7.47,,,,
26,30-03-2012," ? 9,22,018.43 ",No,33.33,3.92,137.73,7.47,,,,
26,06-04-2012," ? 11,16,829.23 ",No,33.35,3.96,137.80,7.49,,,,
26,13-04-2012," ? 8,89,670.29 ",No,36.90,4.03,137.87,7.49,,,,
26,20-04-2012," ? 9,23,600.02 ",No,50.81,4.05,137.92,7.49,,,,
26,27-04-2012," ? 9,11,969.00 ",No,43.60,4.02,137.98,7.49,,,,
26,04-05-2012," ? 9,46,573.29 ",No,40.29,3.99,138.03,7.49,,,,
26,11-05-2012," ? 10,62,548.73 ",No,47.11,3.95,138.09,7.49,,,,
26,18-05-2012," ? 9,78,082.84 ",No,52.55,3.90,138.11,7.49,,,,
26,25-05-2012," ? 10,67,310.74 ",No,58.20,3.85,138.11,7.49,,,,
26,01-06-2012," ? 10,15,853.03 ",No,58.51,3.80,138.11,7.49,,,,
26,08-06-2012," ? 11,06,176.83 ",No,49.43,3.75,138.12,7.49,,,,
26,15-06-2012," ? 10,29,248.22 ",No,57.84,3.68,138.13,7.49,,,,
26,22-06-2012," ? 10,56,282.91 ",No,63.04,3.63,138.16,7.49,,,,
26,29-06-2012," ? 10,51,190.44 ",No,60.71,3.58,138.20,7.49,,,,
26,06-07-2012," ? 11,80,470.80 ",No,64.94,3.54,138.23,7.41,,,,
26,13-07-2012," ? 10,63,149.78 ",No,64.47,3.56,138.26,7.41,,,,
26,20-07-2012," ? 10,49,625.90 ",No,66.75,3.61,138.23,7.41,,,,
26,27-07-2012," ? 10,31,745.14 ",No,64.12,3.70,138.20,7.41,,,,
26,03-08-2012," ? 10,90,915.09 ",No,65.60,3.70,138.17,7.41,,,,
26,10-08-2012," ? 11,21,476.51 ",No,67.01,3.77,138.14,7.41,,,,
26,17-08-2012," ? 10,68,292.56 ",No,65.54,3.84,138.19,7.41,,,,
26,24-08-2012," ? 10,22,704.20 ",No,62.08,3.87,138.28,7.41,,,,
26,31-08-2012," ? 10,53,495.51 ",No,63.69,3.88,138.38,7.41,,,,
26,07-09-2012," ? 10,81,874.03 ",Yes,61.58,3.92,138.47,7.41,,,,
26,14-09-2012," ? 9,86,131.94 ",No,57.69,3.99,138.57,7.41,,,,
26,21-09-2012," ? 9,61,084.08 ",No,52.68,4.06,138.65,7.41,,,,
26,28-09-2012," ? 9,64,726.37 ",No,50.66,4.02,138.74,7.41,,,,
26,05-10-2012," ? 10,95,504.26 ",No,54.07,4.03,138.83,7.14,,,,
26,12-10-2012," ? 10,44,639.69 ",No,45.19,4.03,138.91,7.14,,,,
26,19-10-2012," ? 9,75,578.02 ",No,43.51,4.00,138.83,7.14,,,,
26,26-10-2012," ? 9,58,619.80 ",No,46.95,3.92,138.73,7.14,,,,
27,05-02-2010," ? 18,74,289.79 ",No,27.19,2.95,135.35,8.24,,,,
27,12-02-2010," ? 17,45,362.72 ",Yes,29.81,2.94,135.41,8.24,,,,
27,19-02-2010," ? 19,45,070.33 ",No,32.44,2.91,135.47,8.24,,,,
27,26-02-2010," ? 13,90,934.27 ",No,36.00,2.91,135.52,8.24,,,,
27,05-03-2010," ? 13,13,729.72 ",No,38.07,2.92,135.57,8.24,,,,
27,12-03-2010," ? 19,25,113.12 ",No,45.98,2.94,135.63,8.24,,,,
27,19-03-2010," ? 17,00,627.97 ",No,49.04,2.96,135.67,8.24,,,,
27,26-03-2010," ? 18,36,714.84 ",No,52.34,2.96,135.71,8.24,,,,
27,02-04-2010," ? 20,53,952.97 ",No,46.90,2.96,135.75,8.06,,,,
27,09-04-2010," ? 19,55,814.13 ",No,62.62,2.99,135.79,8.06,,,,
27,16-04-2010," ? 18,57,500.96 ",No,54.95,3.01,135.83,8.06,,,,
27,23-04-2010," ? 18,50,205.47 ",No,53.91,3.02,135.87,8.06,,,,
27,30-04-2010," ? 18,05,885.04 ",No,53.55,3.04,135.92,8.06,,,,
27,07-05-2010," ? 19,39,458.84 ",No,69.02,3.10,135.96,8.06,,,,
27,14-05-2010," ? 18,42,465.78 ",No,53.82,3.11,136.01,8.06,,,,
27,21-05-2010," ? 18,36,595.58 ",No,63.31,3.10,136.08,8.06,,,,
27,28-05-2010," ? 19,62,468.67 ",No,67.88,3.05,136.15,8.06,,,,
27,04-06-2010," ? 20,73,102.59 ",No,74.29,3.01,136.22,8.06,,,,
27,11-06-2010," ? 18,73,812.93 ",No,68.90,2.97,136.29,8.06,,,,
27,18-06-2010," ? 18,87,182.27 ",No,70.00,2.94,136.32,8.06,,,,
27,25-06-2010," ? 19,62,625.01 ",No,78.02,2.96,136.35,8.06,,,,
27,02-07-2010," ? 20,24,554.10 ",No,76.25,2.96,136.37,7.98,,,,
27,09-07-2010," ? 21,19,163.01 ",No,82.69,2.94,136.40,7.98,,,,
27,16-07-2010," ? 18,80,691.64 ",No,78.26,2.93,136.42,7.98,,,,
27,23-07-2010," ? 18,08,250.71 ",No,81.56,2.92,136.44,7.98,,,,
27,30-07-2010," ? 18,16,489.53 ",No,79.78,2.93,136.46,7.98,,,,
27,06-08-2010," ? 19,08,036.68 ",No,77.45,2.94,136.47,7.98,,,,
27,13-08-2010," ? 18,64,436.12 ",No,77.36,2.92,136.49,7.98,,,,
27,20-08-2010," ? 19,36,878.46 ",No,75.16,2.91,136.52,7.98,,,,
27,27-08-2010," ? 18,70,684.21 ",No,70.31,2.89,136.56,7.98,,,,
27,03-09-2010," ? 19,08,110.90 ",No,78.52,2.86,136.59,7.98,,,,
27,10-09-2010," ? 19,13,494.81 ",Yes,70.38,2.84,136.62,7.98,,,,
27,17-09-2010," ? 16,29,978.46 ",No,64.50,2.85,136.63,7.98,,,,
27,24-09-2010," ? 15,97,002.71 ",No,67.08,2.84,136.63,7.98,,,,
27,01-10-2010," ? 15,43,532.83 ",No,70.19,2.84,136.63,8.02,,,,
27,08-10-2010," ? 17,07,662.87 ",No,57.78,2.90,136.63,8.02,,,,
27,15-10-2010," ? 17,28,388.20 ",No,58.38,3.00,136.64,8.02,,,,
27,22-10-2010," ? 16,93,935.29 ",No,52.82,3.05,136.69,8.02,,,,
27,29-10-2010," ? 16,88,955.49 ",No,61.02,3.06,136.74,8.02,,,,
27,05-11-2010," ? 16,86,010.02 ",No,45.91,3.05,136.79,8.02,,,,
27,12-11-2010," ? 18,28,010.25 ",No,45.90,3.07,136.83,8.02,,,,
27,19-11-2010," ? 17,04,785.74 ",No,50.81,3.14,136.77,8.02,,,,
27,26-11-2010," ? 26,27,910.75 ",Yes,46.67,3.19,136.69,8.02,,,,
27,03-12-2010," ? 18,84,343.67 ",No,41.81,3.20,136.61,8.02,,,,
27,10-12-2010," ? 21,39,733.68 ",No,30.83,3.26,136.53,8.02,,,,
27,17-12-2010," ? 23,50,098.36 ",No,31.62,3.30,136.53,8.02,,,,
27,24-12-2010," ? 30,78,162.08 ",No,31.34,3.31,136.60,8.02,,,,
27,31-12-2010," ? 14,40,963.00 ",Yes,29.59,3.34,136.67,8.02,,,,
27,07-01-2011," ? 15,68,159.48 ",No,34.42,3.35,136.73,7.83,,,,
27,14-01-2011," ? 15,32,308.62 ",No,25.70,3.37,136.80,7.83,,,,
27,21-01-2011," ? 15,17,029.90 ",No,30.13,3.39,136.89,7.83,,,,
27,28-01-2011," ? 14,21,111.55 ",No,23.64,3.40,136.97,7.83,,,,
27,04-02-2011," ? 16,28,100.79 ",No,28.70,3.40,137.05,7.83,,,,
27,11-02-2011," ? 16,36,224.77 ",Yes,30.45,3.42,137.14,7.83,,,,
27,18-02-2011," ? 17,09,365.19 ",No,39.32,3.42,137.25,7.83,,,,
27,25-02-2011," ? 16,88,935.71 ",No,33.05,3.45,137.38,7.83,,,,
27,04-03-2011," ? 16,56,130.67 ",No,36.99,3.61,137.50,7.83,,,,
27,11-03-2011," ? 16,13,259.77 ",No,43.64,3.75,137.63,7.83,,,,
27,18-03-2011," ? 16,24,539.21 ",No,46.65,3.80,137.74,7.83,,,,
27,25-03-2011," ? 15,54,651.08 ",No,40.11,3.79,137.85,7.83,,,,
27,01-04-2011," ? 16,28,868.28 ",No,37.27,3.81,137.96,7.73,,,,
27,08-04-2011," ? 16,89,844.18 ",No,46.87,3.90,138.06,7.73,,,,
27,15-04-2011," ? 17,27,175.61 ",No,52.24,3.98,138.16,7.73,,,,
27,22-04-2011," ? 19,21,655.48 ",No,50.02,4.06,138.25,7.73,,,,
27,29-04-2011," ? 16,42,074.64 ",No,61.71,4.12,138.33,7.73,,,,
27,06-05-2011," ? 17,57,041.96 ",No,56.48,4.19,138.41,7.73,,,,
27,13-05-2011," ? 17,63,545.32 ",No,60.07,4.21,138.50,7.73,,,,
27,20-05-2011," ? 17,25,268.56 ",No,60.22,4.20,138.59,7.73,,,,
27,27-05-2011," ? 18,20,723.17 ",No,66.43,4.13,138.68,7.73,,,,
27,03-06-2011," ? 20,53,708.01 ",No,74.17,4.07,138.77,7.73,,,,
27,10-06-2011," ? 18,17,914.71 ",No,73.26,4.03,138.86,7.73,,,,
27,17-06-2011," ? 18,14,740.09 ",No,67.03,3.99,139.00,7.73,,,,
27,24-06-2011," ? 18,11,455.15 ",No,72.02,3.96,139.18,7.73,,,,
27,01-07-2011," ? 19,49,983.93 ",No,73.76,3.92,139.36,7.85,,,,
27,08-07-2011," ? 20,00,055.27 ",No,76.87,3.89,139.54,7.85,,,,
27,15-07-2011," ? 17,62,155.79 ",No,77.83,3.92,139.70,7.85,,,,
27,22-07-2011," ? 17,54,879.45 ",No,82.28,3.97,139.80,7.85,,,,
27,29-07-2011," ? 17,44,879.06 ",No,79.41,4.00,139.89,7.85,,,,
27,05-08-2011," ? 17,47,289.53 ",No,78.14,4.02,139.99,7.85,,,,
27,12-08-2011," ? 17,58,437.96 ",No,76.67,4.00,140.09,7.85,,,,
27,19-08-2011," ? 17,81,905.24 ",No,72.97,3.94,140.13,7.85,,,,
27,26-08-2011," ? 20,34,400.78 ",No,72.88,3.91,140.16,7.85,,,,
27,02-09-2011," ? 15,11,717.53 ",No,71.44,3.88,140.20,7.85,,,,
27,09-09-2011," ? 19,11,470.84 ",Yes,70.93,3.93,140.23,7.85,,,,
27,16-09-2011," ? 16,13,773.90 ",No,69.65,3.94,140.27,7.85,,,,
27,23-09-2011," ? 16,06,208.68 ",No,63.61,3.90,140.33,7.85,,,,
27,30-09-2011," ? 15,99,626.26 ",No,70.92,3.86,140.38,7.85,,,,
27,07-10-2011," ? 16,72,339.27 ",No,56.91,3.78,140.43,7.91,,,,
27,14-10-2011," ? 16,82,652.51 ",No,64.78,3.74,140.48,7.91,,,,
27,21-10-2011," ? 16,89,591.44 ",No,59.62,3.76,140.46,7.91,,,,
27,28-10-2011," ? 17,10,372.40 ",No,51.81,3.76,140.44,7.91,,,,
27,04-11-2011," ? 16,21,109.30 ",No,44.46,3.74,140.43,7.91,,,,
27,11-11-2011," ? 18,00,728.07 ",No,49.69,3.72,140.41,7.91,,,,
27,18-11-2011," ? 17,23,739.44 ",No,51.42,3.72,140.41,7.91,,,,
27,25-11-2011," ? 25,04,400.71 ",Yes,47.88,3.69,140.42,7.91,,,,
27,02-12-2011," ? 18,06,924.74 ",No,50.55,3.67,140.43,7.91,,,,
27,09-12-2011," ? 20,14,665.98 ",No,46.28,3.63,140.44,7.91,,,,
27,16-12-2011," ? 22,05,919.86 ",No,40.68,3.61,140.47,7.91,,,,
27,23-12-2011," ? 27,39,019.75 ",No,41.59,3.59,140.53,7.91,,,,
27,30-12-2011," ? 16,50,604.60 ",Yes,37.85,3.57,140.59,7.91,,,,
27,06-01-2012," ? 15,35,287.40 ",No,35.80,3.59,140.65,8.01,,,,
27,13-01-2012," ? 14,92,399.13 ",No,41.30,3.67,140.70,8.01,,,,
27,20-01-2012," ? 15,42,131.05 ",No,30.35,3.71,140.81,8.01,,,,
27,27-01-2012," ? 12,63,534.86 ",No,36.96,3.74,140.91,8.01,,,,
27,03-02-2012," ? 15,64,246.02 ",No,42.52,3.80,141.02,8.01,,,,
27,10-02-2012," ? 16,51,605.35 ",Yes,37.86,3.83,141.12,8.01,,,,
27,17-02-2012," ? 16,06,221.56 ",No,37.24,3.87,141.21,8.01,,,,
27,24-02-2012," ? 16,48,602.39 ",No,41.74,3.92,141.30,8.01,,,,
27,02-03-2012," ? 15,09,323.09 ",No,40.07,3.98,141.39,8.01,,,,
27,09-03-2012," ? 16,07,343.41 ",No,44.32,4.02,141.47,8.01,,,,
27,16-03-2012," ? 16,35,984.07 ",No,49.60,4.02,141.55,8.01,,,,
27,23-03-2012," ? 16,20,839.34 ",No,57.30,4.05,141.63,8.01,,,,
27,30-03-2012," ? 16,15,494.14 ",No,49.40,4.10,141.70,8.01,,,,
27,06-04-2012," ? 18,99,013.34 ",No,48.73,4.14,141.77,8.25,,,,
27,13-04-2012," ? 16,50,405.21 ",No,52.22,4.19,141.84,8.25,,,,
27,20-04-2012," ? 16,39,999.47 ",No,62.62,4.17,141.90,8.25,,,,
27,27-04-2012," ? 15,65,498.84 ",No,52.33,4.16,141.96,8.25,,,,
27,04-05-2012," ? 16,69,388.45 ",No,53.68,4.12,142.02,8.25,,,,
27,11-05-2012," ? 16,74,306.31 ",No,58.97,4.06,142.08,8.25,,,,
27,18-05-2012," ? 17,07,158.82 ",No,65.15,4.03,142.10,8.25,,,,
27,25-05-2012," ? 18,18,906.73 ",No,64.77,3.98,142.10,8.25,,,,
27,01-06-2012," ? 19,00,638.60 ",No,73.40,3.92,142.11,8.25,,,,
27,08-06-2012," ? 17,64,756.31 ",No,64.05,3.87,142.12,8.25,,,,
27,15-06-2012," ? 17,73,500.56 ",No,69.52,3.79,142.13,8.25,,,,
27,22-06-2012," ? 18,37,884.79 ",No,73.23,3.72,142.16,8.25,,,,
27,29-06-2012," ? 18,42,555.32 ",No,73.94,3.67,142.19,8.25,,,,
27,06-07-2012," ? 20,62,224.92 ",No,82.08,3.65,142.22,8.24,,,,
27,13-07-2012," ? 17,55,889.53 ",No,78.95,3.69,142.25,8.24,,,,
27,20-07-2012," ? 17,30,913.66 ",No,78.64,3.73,142.23,8.24,,,,
27,27-07-2012," ? 16,25,883.71 ",No,76.01,3.82,142.21,8.24,,,,
27,03-08-2012," ? 17,05,810.84 ",No,75.22,3.82,142.19,8.24,,,,
27,10-08-2012," ? 17,20,537.26 ",No,78.44,3.86,142.17,8.24,,,,
27,17-08-2012," ? 17,35,339.59 ",No,76.51,3.96,142.22,8.24,,,,
27,24-08-2012," ? 17,80,443.36 ",No,72.93,4.00,142.31,8.24,,,,
27,31-08-2012," ? 17,31,935.43 ",No,75.00,4.03,142.41,8.24,,,,
27,07-09-2012," ? 18,40,955.23 ",Yes,76.00,4.08,142.50,8.24,,,,
27,14-09-2012," ? 15,19,604.50 ",No,68.72,4.09,142.59,8.24,,,,
27,21-09-2012," ? 15,57,485.75 ",No,66.10,4.20,142.68,8.24,,,,
27,28-09-2012," ? 15,40,687.63 ",No,64.92,4.16,142.77,8.24,,,,
27,05-10-2012," ? 15,91,816.88 ",No,64.50,4.15,142.85,8.00,,,,
27,12-10-2012," ? 16,60,081.29 ",No,55.40,4.19,142.94,8.00,,,,
27,19-10-2012," ? 16,20,374.24 ",No,56.53,4.15,142.86,8.00,,,,
27,26-10-2012," ? 17,03,047.74 ",No,58.99,4.07,142.76,8.00,,,,
28,05-02-2010," ? 16,72,352.29 ",No,49.47,2.96,126.44,13.98,,,,
28,12-02-2010," ? 15,58,968.49 ",Yes,47.87,2.95,126.50,13.98,,,,
28,19-02-2010," ? 14,91,300.42 ",No,54.83,2.92,126.53,13.98,,,,
28,26-02-2010," ? 15,42,173.33 ",No,50.23,2.83,126.55,13.98,,,,
28,05-03-2010," ? 16,08,435.45 ",No,53.77,2.99,126.58,13.98,,,,
28,12-03-2010," ? 13,26,877.11 ",No,50.11,2.93,126.60,13.98,,,,
28,19-03-2010," ? 12,79,819.43 ",No,59.57,3.05,126.61,13.98,,,,
28,26-03-2010," ? 12,45,268.77 ",No,60.06,3.08,126.61,13.98,,,,
28,02-04-2010," ? 14,41,559.40 ",No,59.84,3.09,126.60,14.10,,,,
28,09-04-2010," ? 13,82,359.21 ",No,59.25,3.09,126.60,14.10,,,,
28,16-04-2010," ? 12,68,240.66 ",No,64.95,3.11,126.56,14.10,,,,
28,23-04-2010," ? 12,44,177.21 ",No,64.55,3.05,126.47,14.10,,,,
28,30-04-2010," ? 11,86,971.02 ",No,67.38,3.11,126.38,14.10,,,,
28,07-05-2010," ? 15,32,893.22 ",No,70.15,3.13,126.29,14.10,,,,
28,14-05-2010," ? 12,45,898.73 ",No,68.44,3.15,126.21,14.10,,,,
28,21-05-2010," ? 12,17,923.71 ",No,76.20,3.12,126.18,14.10,,,,
28,28-05-2010," ? 11,76,588.25 ",No,67.84,3.06,126.16,14.10,,,,
28,04-06-2010," ? 15,43,678.02 ",No,81.39,2.94,126.14,14.10,,,,
28,11-06-2010," ? 13,48,995.17 ",No,90.84,2.95,126.11,14.10,,,,
28,18-06-2010," ? 12,67,619.06 ",No,81.06,3.04,126.11,14.10,,,,
28,25-06-2010," ? 12,31,025.07 ",No,87.27,3.08,126.13,14.10,,,,
28,02-07-2010," ? 13,99,960.15 ",No,91.98,3.11,126.14,14.18,,,,
28,09-07-2010," ? 13,40,293.87 ",No,90.37,3.10,126.15,14.18,,,,
28,16-07-2010," ? 12,25,336.41 ",No,97.18,3.09,126.15,14.18,,,,
28,23-07-2010," ? 12,05,884.98 ",No,99.22,3.11,126.13,14.18,,,,
28,30-07-2010," ? 11,50,204.71 ",No,96.31,3.02,126.11,14.18,,,,
28,06-08-2010," ? 15,23,101.38 ",No,92.95,3.12,126.09,14.18,,,,
